"filename", "language", "XML", "ASP.NET Razor", "C#", "JSON", "CSS", "JavaScript", "Markdown", "HTML", "comment", "blank", "total"
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\fonts\fontello-82b3d7a7\demo.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 231, 1, 10, 242
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\fonts\fontello-82b3d7a7\font\fontello.svg", "XML", 18, 0, 0, 0, 0, 0, 0, 0, 0, 7, 25
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\js\productView.js", "JavaScript", 0, 0, 0, 0, 0, 84, 0, 0, 2, 25, 111
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\js\site.js", "JavaScript", 0, 0, 0, 0, 0, 47, 0, 0, 7, 6, 60
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.css", "CSS", 0, 0, 0, 0, 3855, 0, 0, 0, 7, 1135, 4997
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 7
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.rtl.css", "CSS", 0, 0, 0, 0, 3855, 0, 0, 0, 7, 1134, 4996
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.rtl.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 7
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\bootstrap\dist\css\bootstrap-reboot.css", "CSS", 0, 0, 0, 0, 347, 0, 0, 0, 16, 64, 427
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\bootstrap\dist\css\bootstrap-reboot.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 7, 0, 8
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\bootstrap\dist\css\bootstrap-reboot.rtl.css", "CSS", 0, 0, 0, 0, 353, 0, 0, 0, 8, 63, 424
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\bootstrap\dist\css\bootstrap-reboot.rtl.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 7, 0, 8
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\bootstrap\dist\css\bootstrap-utilities.css", "CSS", 0, 0, 0, 0, 3729, 0, 0, 0, 9, 1128, 4866
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\bootstrap\dist\css\bootstrap-utilities.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 7
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\bootstrap\dist\css\bootstrap-utilities.rtl.css", "CSS", 0, 0, 0, 0, 3725, 0, 0, 0, 7, 1125, 4857
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\bootstrap\dist\css\bootstrap-utilities.rtl.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 7
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\bootstrap\dist\css\bootstrap.css", "CSS", 0, 0, 0, 0, 9453, 0, 0, 0, 27, 1741, 11221
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\bootstrap\dist\css\bootstrap.min.css", "CSS", 0, 0, 0, 0, 2, 0, 0, 0, 5, 0, 7
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\bootstrap\dist\css\bootstrap.rtl.css", "CSS", 0, 0, 0, 0, 9455, 0, 0, 0, 7, 1735, 11197
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\bootstrap\dist\css\bootstrap.rtl.min.css", "CSS", 0, 0, 0, 0, 2, 0, 0, 0, 5, 0, 7
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\bootstrap\dist\js\bootstrap.bundle.js", "JavaScript", 0, 0, 0, 0, 0, 4846, 0, 0, 584, 1351, 6781
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\bootstrap\dist\js\bootstrap.bundle.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 6, 0, 7
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\bootstrap\dist\js\bootstrap.esm.js", "JavaScript", 0, 0, 0, 0, 0, 3418, 0, 0, 495, 1065, 4978
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\bootstrap\dist\js\bootstrap.esm.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 6, 0, 7
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\bootstrap\dist\js\bootstrap.js", "JavaScript", 0, 0, 0, 0, 0, 3457, 0, 0, 501, 1069, 5027
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\bootstrap\dist\js\bootstrap.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 6, 0, 7
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\jquery-validation-unobtrusive\jquery.validate.unobtrusive.js", "JavaScript", 0, 0, 0, 0, 0, 306, 0, 0, 73, 54, 433
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\jquery-validation-unobtrusive\jquery.validate.unobtrusive.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 4, 1, 6
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\jquery-validation\LICENSE.md", "Markdown", 0, 0, 0, 0, 0, 0, 18, 0, 0, 5, 23
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\jquery-validation\dist\additional-methods.js", "JavaScript", 0, 0, 0, 0, 0, 639, 0, 0, 383, 136, 1158
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\jquery-validation\dist\additional-methods.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 4
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\jquery-validation\dist\jquery.validate.js", "JavaScript", 0, 0, 0, 0, 0, 1184, 0, 0, 183, 234, 1601
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\jquery-validation\dist\jquery.validate.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 4
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\jquery\dist\jquery.js", "JavaScript", 0, 0, 0, 0, 0, 6906, 0, 0, 1890, 2077, 10873
"c:\Users\Miłosz\source\repos\PracaInzynierska\App\wwwroot\lib\jquery\dist\jquery.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Users\Miłosz\source\repos\PracaInzynierska\DataBaseContext\AppDbContext.cs", "C#", 0, 0, 120, 0, 0, 0, 0, 0, 29, 26, 175
"c:\Users\Miłosz\source\repos\PracaInzynierska\DataBaseContext\DbInitializer.cs", "C#", 0, 0, 184, 0, 0, 0, 0, 0, 7, 16, 207
"c:\Users\Miłosz\source\repos\PracaInzynierska\DataBaseContext\Infrastructure.csproj", "XML", 25, 0, 0, 0, 0, 0, 0, 0, 0, 5, 30
"c:\Users\Miłosz\source\repos\PracaInzynierska\DataBaseContext\Testdata\json\Cases.json", "JSON", 0, 0, 0, 1310, 0, 0, 0, 0, 0, 0, 1310
"c:\Users\Miłosz\source\repos\PracaInzynierska\DataBaseContext\Testdata\json\DesktopComputers.json", "JSON", 0, 0, 0, 761, 0, 0, 0, 0, 0, 1, 762
"c:\Users\Miłosz\source\repos\PracaInzynierska\DataBaseContext\Testdata\json\DiskDrives.json", "JSON", 0, 0, 0, 827, 0, 0, 0, 0, 0, 0, 827
"c:\Users\Miłosz\source\repos\PracaInzynierska\DataBaseContext\Testdata\json\GraphicCards.json", "JSON", 0, 0, 0, 968, 0, 0, 0, 0, 0, 0, 968
"c:\Users\Miłosz\source\repos\PracaInzynierska\DataBaseContext\Testdata\json\Keyboards.json", "JSON", 0, 0, 0, 898, 0, 0, 0, 0, 0, 0, 898
"c:\Users\Miłosz\source\repos\PracaInzynierska\DataBaseContext\Testdata\json\Laptops.json", "JSON", 0, 0, 0, 860, 0, 0, 0, 0, 0, 0, 860
"c:\Users\Miłosz\source\repos\PracaInzynierska\DataBaseContext\Testdata\json\Monitors.json", "JSON", 0, 0, 0, 1277, 0, 0, 0, 0, 0, 1, 1278
"c:\Users\Miłosz\source\repos\PracaInzynierska\DataBaseContext\Testdata\json\MotherBoards.json", "JSON", 0, 0, 0, 1002, 0, 0, 0, 0, 0, 0, 1002
"c:\Users\Miłosz\source\repos\PracaInzynierska\DataBaseContext\Testdata\json\Mouses.json", "JSON", 0, 0, 0, 1090, 0, 0, 0, 0, 0, 0, 1090
"c:\Users\Miłosz\source\repos\PracaInzynierska\DataBaseContext\Testdata\json\PowerSupplies.json", "JSON", 0, 0, 0, 1042, 0, 0, 0, 0, 0, 0, 1042
"c:\Users\Miłosz\source\repos\PracaInzynierska\DataBaseContext\Testdata\json\Printers.json", "JSON", 0, 0, 0, 992, 0, 0, 0, 0, 0, 0, 992
"c:\Users\Miłosz\source\repos\PracaInzynierska\DataBaseContext\Testdata\json\Processors.json", "JSON", 0, 0, 0, 849, 0, 0, 0, 0, 0, 0, 849
"c:\Users\Miłosz\source\repos\PracaInzynierska\DataBaseContext\Testdata\json\Rams.json", "JSON", 0, 0, 0, 812, 0, 0, 0, 0, 0, 0, 812
"c:\Users\Miłosz\source\repos\PracaInzynierska\DataBaseContext\Testdata\json\Smartphones.json", "JSON", 0, 0, 0, 2302, 0, 0, 0, 0, 0, 0, 2302
"c:\Users\Miłosz\source\repos\PracaInzynierska\DataBaseContext\Testdata\json\Televisors.json", "JSON", 0, 0, 0, 1058, 0, 0, 0, 0, 0, 0, 1058
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\AppModel\BasketElement.cs", "C#", 0, 0, 13, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\AppModel\BonusImageSeedingModel.cs", "C#", 0, 0, 17, 0, 0, 0, 0, 0, 0, 3, 20
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\AppModel\MainImageSeedingModel.cs", "C#", 0, 0, 15, 0, 0, 0, 0, 0, 0, 2, 17
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\AppModel\OperationMode.cs", "C#", 0, 0, 13, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\AppModel\OrderInProgress.cs", "C#", 0, 0, 13, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\AppModel\ProductPassData.cs", "C#", 0, 0, 22, 0, 0, 0, 0, 0, 0, 2, 24
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\AppModel\RealisedOrder.cs", "C#", 0, 0, 14, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\AppModel\ReviewData.cs", "C#", 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\AppModel\SortMode.cs", "C#", 0, 0, 15, 0, 0, 0, 0, 0, 0, 2, 17
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\AppModel\ViewMode.cs", "C#", 0, 0, 13, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\Domain.csproj", "XML", 10, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Additional\Common\Availability.cs", "C#", 0, 0, 13, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Additional\Common\OrderStatus.cs", "C#", 0, 0, 13, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Additional\Common\ProductType.cs", "C#", 0, 0, 26, 0, 0, 0, 0, 0, 2, 4, 32
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Additional\Common\UserType.cs", "C#", 0, 0, 13, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Additional\Common\Voivodeship.cs", "C#", 0, 0, 27, 0, 0, 0, 0, 0, 0, 2, 29
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Additional\ComputerParts\CaseType.cs", "C#", 0, 0, 13, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Additional\ComputerParts\Connectivity.cs", "C#", 0, 0, 13, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Additional\ComputerParts\DiskDriveType.cs", "C#", 0, 0, 13, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Main\BankAcountNumber.cs", "C#", 0, 0, 15, 0, 0, 0, 0, 0, 0, 2, 17
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Main\BonusProductImage.cs", "C#", 0, 0, 17, 0, 0, 0, 0, 0, 1, 3, 21
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Main\MainProductImage.cs", "C#", 0, 0, 17, 0, 0, 0, 0, 0, 1, 3, 21
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Main\Order.cs", "C#", 0, 0, 23, 0, 0, 0, 0, 0, 1, 3, 27
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Main\OrderAdress.cs", "C#", 0, 0, 20, 0, 0, 0, 0, 0, 1, 4, 25
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Main\OrderItem.cs", "C#", 0, 0, 17, 0, 0, 0, 0, 0, 1, 4, 22
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Main\Product.cs", "C#", 0, 0, 41, 0, 0, 0, 0, 0, 1, 14, 56
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Main\Review.cs", "C#", 0, 0, 22, 0, 0, 0, 0, 0, 1, 5, 28
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Main\User.cs", "C#", 0, 0, 19, 0, 0, 0, 0, 0, 1, 0, 20
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Main\UserAdress.cs", "C#", 0, 0, 22, 0, 0, 0, 0, 0, 0, 3, 25
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Products\ComputerParts\Case.cs", "C#", 0, 0, 18, 0, 0, 0, 0, 0, 0, 5, 23
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Products\ComputerParts\DiskDrive.cs", "C#", 0, 0, 19, 0, 0, 0, 0, 0, 0, 2, 21
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Products\ComputerParts\GraphicCard.cs", "C#", 0, 0, 26, 0, 0, 0, 0, 0, 0, 2, 28
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Products\ComputerParts\MotherBoard.cs", "C#", 0, 0, 22, 0, 0, 0, 0, 0, 0, 2, 24
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Products\ComputerParts\PowerSupply.cs", "C#", 0, 0, 19, 0, 0, 0, 0, 0, 0, 2, 21
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Products\ComputerParts\Processor.cs", "C#", 0, 0, 21, 0, 0, 0, 0, 0, 0, 3, 24
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Products\ComputerParts\Ram.cs", "C#", 0, 0, 21, 0, 0, 0, 0, 0, 0, 2, 23
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Products\OtherDevices\DesktopComputer.cs", "C#", 0, 0, 25, 0, 0, 0, 0, 0, 0, 2, 27
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Products\OtherDevices\Keyboard.cs", "C#", 0, 0, 18, 0, 0, 0, 0, 0, 0, 2, 20
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Products\OtherDevices\Laptop.cs", "C#", 0, 0, 24, 0, 0, 0, 0, 0, 0, 2, 26
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Products\OtherDevices\MonitorScreen.cs", "C#", 0, 0, 19, 0, 0, 0, 0, 0, 0, 2, 21
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Products\OtherDevices\Mouse.cs", "C#", 0, 0, 19, 0, 0, 0, 0, 0, 0, 2, 21
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Products\OtherDevices\Printer.cs", "C#", 0, 0, 21, 0, 0, 0, 0, 0, 0, 2, 23
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Products\OtherDevices\Smartphone.cs", "C#", 0, 0, 25, 0, 0, 0, 0, 0, 0, 7, 32
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\EntityModels\Products\OtherDevices\Televisor.cs", "C#", 0, 0, 18, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\ViewModels\BuyProductInProductPageVm.cs", "C#", 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\ViewModels\ProductHeaderVm.cs", "C#", 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 7
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\ViewModels\ProductVm.cs", "C#", 0, 0, 295, 0, 0, 0, 0, 0, 16, 46, 357
"c:\Users\Miłosz\source\repos\PracaInzynierska\Model\ViewModels\ReviewAreaVm.cs", "C#", 0, 0, 4, 0, 0, 0, 0, 0, 0, 4, 8
"Total", "-", 94, 8074, 4995, 16159, 35313, 20894, 18, 231, 4485, 16608, 106871
